	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
HOXD11	-0.922661314	-0.47430169	-0.589303681	-0.182138374	-0.424974758	-0.818024489	-0.561706742	-0.260521405	-0.147215967	-0.880968139	-0.99551638	-0.437617318	-0.389480229	-0.118847998	-1.189415277	-0.394828232	0.977525987	-0.310321495	-0.754880764	-0.193720141	-1.093277063	-1.036621365	-0.637111063	-0.632713307	-0.927749616	-0.456923154	-1.144177539	1.299149018	1.23924526	-1.309404525	1.034674986	1.466494204	-1.144692738	-0.499319692	-0.874644414	-0.280911047	-1.23603874	-0.483027571	1.267494893	1.40626279	-0.72305729	1.349672867	-0.876770225	-1.070186751	-1.066973843	0.297384907	1.191404389	-0.575198293	1.08058552	-0.374168138	-1.243030741	0.423941941	-1.117322602	-0.399073926	-1.000714742	-1.091322896	1.194262405	-0.6296385	-0.885961056	1.242354678	0.248713142	0.425437687	0.709822579	0.076481572	1.03499529	-0.853148852	-0.708082684	-1.295809715	-0.860759046	-0.779106854	-0.951493197	1.30443104	-0.353041519	-0.042278051	-0.909771042	-1.308870992	0.871457339	1.105451191	1.977173641	1.978248329	-1.035213179	-0.699560722	-0.836593945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1	-1.110130877	-1.221647864	-1.25930911	-1.268302225	-1.128479992	-1.264978653	-1.499848383	-1.556958164	-1.390490858	-1.497992501	-1.438491355	-0.845663719	-1.066609255	-0.333941113	-1.290379211	0.764243991	-1.004347613	-1.145621768	-1.410261927	-1.061908617	-1.359176247	1.60036471	-1.368736986	0.936435031	1.134723467	2.099594937	-1.65493107	1.137887959	0.732470256	1.608575993	0.378943987	-1.506973808	1.287973467	0.569332996	0.419893892	-0.199703308	0.752381078	-0.260781016	-1.159892533	0.741578446	-0.141790438	0.782455577	0.779049994	0.79422804	1.29017244	0.499004256	0.415601776	-1.145804285	-0.341078348	1.411186863	-0.494127638	-0.983375884	1.314595269	-1.185425882	-0.52595739	-0.596719972	0.987369974	-1.091950726	1.258967918	1.776567369	0.490405686	-0.19026555	-1.223140036	1.248697693	-0.297594773	-1.094943625	1.244220763	0.825874503	-1.105829739	-0.042663676	1.200032162	0.987987959	0.683996278	-0.401575965	1.175849076	-1.513937724	-0.695029401	0.208385932	1.647856552	-0.416951757	-0.240372872	-0.513829851	-0.144127207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEATS4	-1.522362032	-0.966278889	0.896393903	-0.927229546	-0.576952743	0.407308976	-0.376781791	0.504849675	-0.010954343	-0.674551734	-0.982867731	0.160452746	-1.842975445	1.205095903	-1.133813633	-0.687821875	-0.691324051	0.146022379	-0.201991739	1.275716255	-1.34601504	-1.139106703	-1.266320612	-0.978846574	-0.58617816	-1.701678092	-0.449343415	0.631064137	-0.593063379	-0.222287928	-0.211885616	-1.310985269	3.386541469	-0.608922078	-0.09664913	0.32703881	-0.327749986	1.010453971	1.551855378	-0.10744918	1.201025312	0.865251871	1.074507666	-1.102718523	-0.951300023	-0.808086826	-1.025370325	-0.012987474	-0.114525339	-0.873353361	0.082834548	-1.835983197	-0.927974992	-1.6686481	-0.713065944	-1.719063616	-1.114429659	-0.757046145	-1.386044969	-1.01812943	-1.005062099	-0.31882781	-0.232693556	-0.917706687	-0.393900355	-0.150107155	-1.183400602	-0.552879877	1.115956486	0.991894097	-0.118415608	1.03863047	-0.585223542	-1.423442679	-1.009064296	-1.261855705	0.757751872	0.991969816	0.621853094	0.718295545	-0.012367191	1.018473804	0.398445229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCOLCE	0.552975219	0.946041155	-1.845262154	1.503220026	-1.738181127	-2.516886866	-1.066531101	-2.191068408	-1.586716687	0.686608138	-0.199865868	-1.026694824	-0.738975201	-1.500687284	2.054965432	-0.649969083	0.660744823	-1.073029298	1.283865143	-1.841125594	1.319325194	1.863646199	0.802255679	1.187022005	-0.684294299	1.094968591	-1.424389583	-1.450245921	2.427730114	0.29201567	0.364974089	1.419440803	-0.048934864	1.280415951	-0.958373132	-0.87900077	-1.216850976	1.31818678	0.30739085	1.664927049	0.331714867	-0.295698174	-0.880079446	-1.316263126	0.004943509	-0.114530839	-1.426442924	-0.811750245	-2.350705285	2.815209292	0.403340583	0.248030247	1.571287001	0.243936699	0.355210071	-1.50414174	0.32381281	-1.014533801	1.379727514	2.638572743	0.151747821	0.109266059	0.36622809	0.655194868	0.458842025	0.020804257	2.309125418	-0.716996946	-1.123305461	0.61831348	2.141006439	2.363065739	2.594165774	-0.417542832	-0.187440025	0.196319286	0.405057735	0.039938898	0.217293133	-0.635313858	0.722706281	0.60583049	0.280784532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNS1	-1.312191523	-2.154402046	-1.981978918	-1.682447597	-1.491771748	-0.815383296	1.088285145	-0.008659608	-0.685452229	-0.503379364	-1.24887092	-1.405816032	-1.633927047	-2.489837459	-0.607131556	-1.149070512	-1.128614133	0.10014818	-0.075644099	-1.593951901	-0.622105214	-0.269920093	-0.602516642	0.573221949	-0.615472466	0.155188635	-0.818633533	0.251556589	-1.002660935	0.344670611	0.292959674	1.068413652	-0.435055779	0.096627112	0.013876237	0.453474521	-0.008292424	-0.747785388	0.608542586	-0.702644851	-0.69005802	-0.18101696	2.063716047	0.144145553	-1.046309756	0.347142343	-0.056651205	-1.191233659	0.935763272	0.61208479	-0.370693313	-1.324600467	-1.640138721	1.723325695	-0.547395432	-1.096308576	0.28724709	-2.068083653	-0.651884348	-0.673835804	-1.204668648	-0.06909963	0.332680592	-0.195945751	0.984206033	-0.326315665	-1.183879588	-0.385392449	-1.162526929	-0.541127004	-0.109676499	1.962519428	-0.487797968	-1.540459186	-0.085142474	-0.672037217	1.32901679	-0.501196663	0.666208908	1.598850965	1.013037359	0.011976978	0.125752407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT1	-0.674298839	-0.558714648	0.996808479	-1.379197952	-0.907736432	-0.937834354	0.731121249	-0.620704529	-0.399603774	-0.966001387	-1.306944555	-0.921940707	-0.326847063	-0.208774185	-0.833399717	-0.864848805	-1.13766189	-1.218762299	-1.267141859	-0.570624019	-1.366870427	-0.691700385	0.964016667	-1.329154098	2.527133107	-1.094569958	-0.526917613	0.67690566	-0.214507318	0.386520407	-0.320557123	-1.029497561	-1.235304149	-0.318434987	-1.028191238	1.734470738	-0.854345409	-0.508249346	0.581434294	0.534439021	1.588569918	1.852577073	-0.754783928	-0.901725609	-1.02852178	-1.147107786	-1.206146323	0.834684775	0.049437221	-0.943513204	-0.729154045	-0.689459062	-0.672266185	-1.197451115	0.024153321	0.260823489	0.74354054	-1.441879396	-0.002208768	-0.515387516	-0.247429175	1.108145301	0.239316032	-0.521251381	0.020808544	-1.224730077	-0.207158308	-0.102455986	-0.269232829	0.626207137	-0.691740748	1.364745113	-0.183372539	0.143273935	-0.18781127	2.183348299	-0.749150455	3.032375863	0.772408761	0.341274046	0.170160927	-0.724191011	-0.604450061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX5	-0.058473125	0.296798665	2.178314413	-0.788282388	-1.032595516	-1.277852105	0.836617108	-1.038245792	1.627278735	0.388707535	1.423472638	-0.199241164	-0.059824392	0.428651162	-0.243137221	2.668770612	-0.655308668	-1.129961487	-0.56645438	2.239240079	2.302422554	-0.622577725	1.341904743	-0.895596821	-0.682878926	-1.006219514	-0.847738896	-0.011681944	-0.224265942	-0.903329507	-0.762475531	0.893728299	-1.293519824	-0.453542591	3.136953666	1.071342899	-1.285854226	2.424190251	1.539166772	0.508108879	1.450723025	0.570243374	-1.19492768	-0.399548182	-0.484333594	-1.045618759	-0.253964607	0.642001552	0.117597674	-0.184202747	-0.761980068	-0.628643438	-0.886079537	-0.709792552	0.848946154	-0.905417761	-0.606352789	-0.231277824	-1.036952251	-0.388991294	-0.818667798	0.065846351	1.118762011	-0.306780606	-0.949132751	-0.690080118	-0.778743895	-1.41512305	-0.808223314	0.068060579	0.934330242	2.220802876	-0.059224065	-0.154003626	-0.801237459	0.232754331	-0.802882849	0.832996704	1.639381862	-0.295268151	-0.625619546	-0.724709597	0.379744922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GINS1	-0.7931758	-0.705205354	1.108584496	0.319330811	0.664686379	0.718113657	1.393967405	1.056397456	1.150728043	-4.52137223	-4.036748133	-0.65531023	-4.421215276	0.789621828	-0.884836361	0.023815285	0.759696428	-0.940955162	0.171845923	0.399643242	-2.261277456	-1.821630141	0.388044166	0.508895171	0.556987541	-0.5900349	-1.523882916	1.363213538	-0.653135251	0.452227728	0.040866298	0.268724752	0.269447761	-1.636213229	0.513458909	0.899034083	-0.566877545	1.380408104	1.696640735	-0.043654692	1.123765815	0.707180089	-1.211257365	-0.207575592	-0.259812203	0.895323987	0.660011034	-0.180038287	0.730575124	0.060004715	-0.760011549	-1.466386749	-1.528558445	-0.151060126	-1.020403538	-2.81545506	-1.274182065	-1.131938206	-0.635672081	-0.04484556	-0.852961095	0.696430498	0.666539832	0.057535831	0.197162688	1.041099478	-2.000843783	-0.541672659	0.212576416	0.614911096	-0.724368614	1.830595046	0.306202748	-0.358949688	-0.673617504	-1.00785073	0.86903202	0.776647988	0.783566686	-0.404177013	0.394985019	1.077603536	-0.578964713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD3	0.377783451	2.482447521	0.299921613	-0.244117501	0.179321006	-0.64885523	-0.62399577	2.235827618	-0.792846869	1.429201485	1.302058742	1.547536866	1.308299935	-0.379469976	2.980101817	0.970973265	1.779883734	2.91960754	0.579307508	0.012980053	2.438050154	-0.580408494	-0.726942384	-0.300281742	-0.707373438	0.423745913	-0.57609232	-0.653024998	0.313480717	-0.827746367	1.815878397	-0.561650564	-0.114369081	0.122639508	-0.72843818	-0.931564177	1.66748779	-1.043854299	-1.01171533	2.229860824	-0.984244079	-0.46401217	-0.596343407	-0.582660184	0.012756452	-0.810286668	0.193385933	-0.598198534	-0.333878977	-0.317646724	2.063792494	-0.333203849	-0.108068077	-0.24667933	1.367005674	1.787754373	0.101245898	0.491715055	-0.832228646	-0.793560945	-0.206079868	-0.474239858	0.062661622	-0.898295872	-0.634924005	-0.180289186	0.375778492	0.393242091	1.198182562	-0.315109748	-0.58581473	-0.673354493	0.64870413	-1.013856669	-0.150452158	-1.192384273	-0.516162392	0.179068369	-0.595575557	0.26436729	0.174847865	-0.541719913	-0.044054888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLT8D2	0.833470257	1.588282271	-0.014034169	3.003974012	-0.388730479	-0.276132541	-0.565476118	1.593050219	2.613282038	2.416158599	1.553648107	0.586894637	0.267315617	1.60312688	4.138777174	-0.472791757	2.202881372	-0.140829571	3.085445079	0.175131167	3.033074472	0.581489788	2.073913568	0.231322209	-0.493473477	0.200789579	-0.642913789	-0.957770911	3.01256316	-0.518802802	-0.260626693	1.850392083	-0.659720859	1.58205513	-0.545223094	-0.377555135	-0.059540918	-0.083044891	-0.470061391	-0.303476875	-0.572331249	-0.963745794	-0.213025094	-0.653386356	0.189257266	-0.530252397	-0.997215006	0.000922062	-0.423356261	2.574804807	-0.04658356	-0.554012508	1.767595745	-0.096106119	0.390671771	0.084697385	-0.424895312	1.580629868	1.136664791	2.828277296	0.312640136	-0.685598271	-0.018452713	0.651132838	-0.768579743	-0.400390587	1.676777894	0.063048249	0.240958246	1.569955833	3.797669862	1.137557794	3.396098304	-0.410848503	-0.951664949	-0.133821587	-0.616165613	-0.41015539	-0.898435781	-0.332083464	0.467342702	0.13149953	-0.299937446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L5	-0.82163675	-1.054563234	0.067159565	-0.911930034	0.426211953	-0.548016203	-0.489163979	-0.85864446	-0.330163704	-0.767320871	-0.681007599	-0.63340521	-0.168355734	-0.988596515	-0.497235993	-0.954914569	-0.918395056	0.003367077	-0.873111737	0.586711466	-0.765679558	-0.720068846	-0.799191831	-0.562848279	1.219482513	-0.74085222	-0.340066219	-0.456138825	2.72707075	-0.77850484	0.072940204	-0.605708741	-0.854629523	0.542645211	-0.41900198	-0.54725481	2.187673223	-1.105572712	0.037702993	1.504466222	-0.831994716	-0.637527908	0.516265407	-0.809057883	-1.268820818	-1.215620884	-0.622247507	-1.178594427	-0.194692755	-1.28911881	-0.347359132	-1.019948983	-0.190813429	-0.153180021	0.232076138	4.806314767	-0.093338235	-0.726830019	0.735550289	-0.740215247	-0.856421889	0.818472546	-0.490915567	-0.645653817	-0.620877266	-0.468657127	0.227945741	1.793193598	0.217178353	-0.490156179	-0.006128721	-0.351416678	0.433518943	0.577101648	-0.215597947	0.520187925	2.238125765	0.902945398	0.220979159	0.311458722	-0.699397519	-0.274774158	-0.021692279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB2	0.001925242	0.228475689	-0.643957611	-0.862434839	-1.625711272	2.741030538	0.137707044	-1.054386995	0.852489614	0.641389571	-0.389183013	-1.83480084	-0.794112125	2.025297891	1.299439105	0.917363042	0.412111873	-1.511131928	-0.568905207	-2.226203851	0.483539744	-0.157771185	-2.224348711	0.689910479	-0.858365541	0.505024229	-2.181997258	1.327174293	0.819476952	0.878833285	1.464340758	0.258893279	0.009022328	1.018373573	0.076670859	-1.552774207	0.999233718	1.978732451	-0.819728223	-0.025384169	-1.497527681	-0.0850291	1.414727738	-0.115177308	0.394490834	0.203544481	0.430768015	-1.467787096	-1.268287077	1.656002249	-0.064029652	-0.969663352	0.382337479	0.746967924	0.375458822	-0.521828409	0.480680932	-0.73514077	0.198938565	-0.06943963	0.359509468	-0.777657283	0.076081378	0.843239646	0.91285115	-0.215558982	0.441714141	1.712930237	-0.200610723	1.994140063	1.555662281	1.731585388	-1.183683712	-0.640275423	-0.37929214	-1.782524855	0.922275262	-0.765609482	-0.615304514	1.352987326	1.149167869	1.21530143	1.586594852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
